Code_Name,EN_Name,Rarity,E2_Mat_1,E2_Mat_1_Qty,E2_Mat_2,E2_Mat_2_Qty,S1M1_Mat_1,S1M1_Mat_1_Qty,S1M1_Mat_2,S1M1_Mat_2_Qty,S1M2_Mat_1,S1M2_Mat_1_Qty,S1M2_Mat_2,S1M2_Mat_2_Qty,S1M3_Mat_1,S1M3_Mat_1_Qty,S1M3_Mat_2,S1M3_Mat_2_Qty,S2M1_Mat_1,S2M1_Mat_1_Qty,S2M1_Mat_2,S2M1_Mat_2_Qty,S2M2_Mat_1,S2M2_Mat_1_Qty,S2M2_Mat_2,S2M2_Mat_2_Qty,S2M3_Mat_1,S2M3_Mat_1_Qty,S2M3_Mat_2,S2M3_Mat_2_Qty,S3M1_Mat_1,S3M1_Mat_1_Qty,S3M1_Mat_2,S3M1_Mat_2_Qty,S3M2_Mat_1,S3M2_Mat_1_Qty,S3M2_Mat_2,S3M2_Mat_2_Qty,S3M3_Mat_1,S3M3_Mat_1_Qty,S3M3_Mat_2,S3M3_Mat_2_Qty
char_135_halo,Astgenne,5,30104,7,31013,10,30014,3,30093,4,30094,3,30074,6,30145,4,30014,3,31014,3,30013,6,30104,3,30084,5,30125,4,30064,3,,,,,,,,,,,,
char_344_beewax,Beeswax,5,30064,5,30073,18,30104,3,30083,2,30074,3,30054,5,30115,4,30084,4,31014,3,30013,6,30094,3,30074,6,30135,4,30064,3,,,,,,,,,,,,
char_373_lionhd,Leonhardt,5,30054,7,30073,15,30074,3,30053,5,30044,3,31024,5,30135,4,30014,5,30094,3,30073,4,30064,2,30044,5,30115,4,30074,5,,,,,,,,,,,,
char_341_sntlla,Santalla,5,30074,8,30033,17,30104,3,31063,2,31044,3,30074,6,30125,4,30084,3,31054,3,30043,4,31044,3,30104,5,30135,4,30044,3,,,,,,,,,,,,
char_4031_liesel,Ripresa,5,30014,8,31073,14,31024,3,31013,3,31094,3,31034,5,30165,4,31044,1,30054,3,31093,2,31024,3,31064,6,30115,4,31074,4,,,,,,,,,,,,
char_388_mint,Mint,5,31024,9,30013,14,30084,3,30063,2,31014,3,30014,7,30115,4,30084,4,30104,3,30083,2,30044,3,31024,5,30115,4,30074,5,,,,,,,,,,,,
char_338_iris,Iris,5,30044,6,30063,11,31024,3,30054,4,30074,3,30103,4,30135,4,30054,5,30044,3,31023,1,30084,3,30064,4,30145,4,30094,3,,,,,,,,,,,,
char_297_hamoni,Harmonie,5,30104,6,30043,15,31054,3,30093,3,31014,3,30094,6,30145,4,31054,3,30074,3,31013,4,30084,3,30104,5,30155,4,30084,3,,,,,,,,,,,,
char_4110_delphn,Delphine,5,31084,8,31043,10,31034,3,30093,1,31044,3,31014,5,30155,4,31034,2,31044,3,31063,4,30044,3,31064,5,30115,4,31044,4,,,,,,,,,,,,
char_1011_lava2,Lava the Purgatory,5,30074,8,30093,13,30074,3,30053,5,31034,3,31014,5,30135,4,30104,4,30084,3,30063,2,30014,3,30094,6,30145,4,30064,3,,,,,,,,,,,,
char_489_serum,Corroserum,5,30064,5,30103,10,30064,2,30043,3,30014,2,30094,7,30145,4,30084,3,30074,3,30053,5,31014,3,30014,7,30125,4,30084,3,,,,,,,,,,,,
char_446_aroma,Aroma,5,30104,7,30073,21,30084,3,30043,3,30094,3,30084,5,30115,4,31054,4,30094,3,30023,4,31034,3,30064,3,30135,4,30074,5,,,,,,,,,,,,
char_4013_kjera,Kjera,5,30094,8,31023,13,31054,3,30063,3,30074,3,30054,5,30125,4,31034,3,31044,3,31023,4,30084,3,31054,5,30115,4,31024,4,,,,,,,,,,,,
char_4040_rockr,Rockrock,5,31054,7,30053,14,31044,3,31023,4,30084,3,31054,5,30135,4,31014,4,30014,3,30093,4,30094,3,30074,6,30145,4,30014,3,,,,,,,,,,,,
char_4054_malist,Minimalist,5,31034,6,30043,12,31024,3,30103,3,31034,3,31014,5,30115,4,30044,4,30044,3,31043,1,31054,3,30064,4,30135,4,30054,4,,,,,,,,,,,,
char_499_kaitou,Diamante,5,31084,7,30083,15,31084,3,31053,3,30094,3,31054,6,30125,4,31064,3,31064,3,30033,3,30084,3,30064,4,30135,4,31024,4,,,,,,,,,,,,
char_4081_warmy,Warmy,5,30094,6,31033,19,31074,3,31043,3,31014,3,30094,6,30145,4,30084,3,30044,3,30083,1,31084,3,31074,5,30155,4,30064,2,,,,,,,,,,,,
char_4198_christ,Miss.Christine,5,30094,7,30043,16,30054,3,30103,2,30014,3,31064,7,30165,4,30044,1,31084,3,31043,2,31024,3,30044,5,30115,4,31054,4,,,,,,,,,,,,
char_4164_tecno,Tecno,5,31024,7,31013,14,31064,3,31073,3,31024,3,31084,5,30115,4,31044,4,30044,3,30043,1,30054,3,31044,5,30135,4,31074,4,,,,,,,,,,,,
char_242_otter,Mayer,5,30044,6,30103,11,30104,3,30083,2,30024,3,30104,5,30135,4,30044,3,30014,3,30093,4,30034,3,30014,6,30115,4,30084,4,,,,,,,,,,,,
char_336_folivo,Scene,5,30074,9,30083,12,30014,3,30093,4,30094,3,30074,6,30135,4,30064,3,31024,3,30103,3,30014,3,30094,6,30135,4,31014,4,,,,,,,,,,,,
char_4140_lasher,Sand Reckoner,5,31064,9,31023,12,30094,3,30073,4,31044,3,30014,7,30155,4,31024,1,31024,3,31073,3,31074,3,31034,5,30135,4,30084,4,,,,,,,,,,,,
char_108_silent,Silence,5,30054,7,30013,18,30014,3,30093,4,30034,3,30014,6,30115,4,30084,4,30024,3,30103,3,30044,3,30024,5,30125,4,30094,4,,,,,,,,,,,,
char_171_bldsk,Warfarin,5,30064,5,30023,17,30024,3,30103,3,30044,3,30024,5,30125,4,30094,4,30034,3,30013,4,30054,3,30034,5,30135,4,30064,3,,,,,,,,,,,,
char_345_folnic,Folinic,5,30054,8,30063,8,30094,3,30073,4,30064,2,30044,5,30125,4,30094,4,30014,3,30093,4,30084,3,30064,4,30125,4,30054,3,,,,,,,,,,,,
char_4196_reckpr,Record Keeper,5,31034,7,30013,16,31024,3,30023,4,31094,3,31034,5,30135,4,31064,4,30054,3,31033,2,30104,3,31064,6,30155,4,30044,1,,,,,,,,,,,,
char_348_ceylon,Ceylon,5,30044,7,30053,10,30094,3,30073,4,30024,3,30104,5,30115,4,30074,5,30104,3,30083,2,30034,3,30014,6,30125,4,30034,4,,,,,,,,,,,,
char_436_whispr,Whisperain,5,30014,9,31033,13,30084,3,30063,2,30014,3,30094,6,30125,4,31034,3,30094,3,30073,4,31014,3,30014,7,30115,4,31024,4,,,,,,,,,,,,
char_4173_nowell,Nowell,5,31054,8,31083,10,30014,3,31043,5,31074,3,30104,5,30115,4,31034,3,31024,3,30023,4,30094,3,31034,5,30135,4,31064,4,,,,,,,,,,,,
char_402_tuye,Tuye,5,30054,7,30073,15,30054,3,31013,2,30094,3,30074,6,30125,4,30084,3,30064,2,30043,3,30104,3,30084,5,30115,4,30074,5,,,,,,,,,,,,
char_473_mberry,Mulberry,5,30014,9,31043,12,30094,3,30073,4,30044,3,31024,5,30115,4,30074,5,30104,3,30083,2,30054,3,31044,5,30135,4,30104,4,,,,,,,,,,,,
char_449_glider,Honeyberry,5,31044,7,30063,12,31014,3,30013,6,30104,3,30084,5,30145,4,30014,3,31024,3,30103,3,31034,3,31014,5,30125,4,30064,3,,,,,,,,,,,,
char_4114_harold,Harold,5,31064,8,30013,14,31054,3,30063,3,30014,3,31044,6,30145,4,30104,3,30054,3,31033,2,31024,3,31084,5,30155,4,30044,2,,,,,,,,,,,,
char_1024_hbisc2,Hibiscus the Purifier,5,30074,9,30013,18,30084,3,31053,2,31024,3,30104,5,30135,4,31044,4,30094,3,30073,4,30044,3,31024,5,30145,4,31044,3,,,,,,,,,,,,
char_494_vendla,Vendela,5,30054,5,30093,13,31014,3,30013,6,30064,3,31024,4,30135,4,31054,4,30104,3,30043,2,31064,3,30014,6,30145,4,31074,3,,,,,,,,,,,,
char_4071_peper,Paprika,5,30014,8,30063,12,31014,3,31043,4,31054,3,30084,5,30135,4,30074,5,31044,3,30083,4,30044,3,31024,5,30115,4,31014,5,,,,,,,,,,,,
char_4139_papyrs,Papyrus,5,30084,7,30093,13,31084,3,31043,2,31024,3,30044,5,30135,4,31054,4,31054,3,30053,4,30084,3,30064,4,30145,4,31014,1,,,,,,,,,,,,
char_4224_turdus,Укусик,5,31024,8,30043,12,31084,3,31053,2,30054,3,30044,4,30155,4,31094,1,31044,3,30063,3,31084,3,31054,5,30145,4,31024,1,,,,,,,,,,,,
char_4222_taraxa,Taraxacum,5,31014,7,31083,13,31054,3,30023,4,30044,3,31074,5,30115,4,31034,3,31014,3,31033,5,31054,3,31094,6,30155,4,31064,1,,,,,,,,,,,,
char_148_nearl,Nearl,5,30074,9,30033,16,30034,3,30013,4,30054,3,30034,5,30135,4,30064,3,30044,3,30023,1,30064,2,30044,5,30115,4,30034,4,,,,,,,,,,,,
char_226_hmau,Hung,5,31024,7,30053,15,30104,3,30083,2,31014,3,30014,7,30115,4,30064,3,31024,3,30103,3,30044,3,31024,5,30125,4,31024,4,,,,,,,,,,,,
char_4109_baslin,Bassline,5,31084,7,30083,15,31084,3,31053,3,30094,3,31054,6,30125,4,31064,3,31064,3,30033,3,30084,3,30064,4,30135,4,31024,4,,,,,,,,,,,,
char_4143_sensi,Senshi,5,31084,7,30033,14,31064,3,31023,4,30104,3,31084,5,30115,4,31044,4,30044,3,30033,1,31034,3,31044,5,30135,4,30064,3,,,,,,,,,,,,
char_144_red,Projekt Red,5,30084,7,30043,14,30044,3,30023,1,30064,2,30044,5,30115,4,30034,4,30054,3,30033,3,30074,3,30054,5,30125,4,30054,3,,,,,,,,,,,,
char_243_waaifu,Waai Fu,5,30104,7,30013,16,30054,3,30033,3,30074,3,30054,5,30135,4,30064,3,30064,2,30043,3,30084,3,30064,4,30115,4,30034,4,,,,,,,,,,,,
char_214_kafka,Kafka,5,31014,8,30043,15,30014,3,30093,4,31024,3,30104,5,30135,4,31014,4,31014,3,30013,6,30044,3,31024,5,30145,4,30014,3,,,,,,,,,,,,
char_455_nothin,Mr.Nothing,5,30064,6,30083,10,30094,3,30073,4,31014,3,30014,7,30125,4,31024,4,30014,3,30093,4,31024,3,30104,5,30115,4,31014,5,,,,,,,,,,,,
char_4155_talr,Figurino,5,30014,10,31033,13,31014,3,30063,3,30044,3,30094,5,30115,4,30104,4,30014,3,30073,6,31054,3,30104,5,30135,4,31034,3,,,,,,,,,,,,
char_107_liskam,Liskarm,5,30094,7,30053,15,30054,3,30033,3,30074,3,30054,5,30125,4,30054,3,30064,2,30043,3,30084,3,30064,4,30135,4,30024,4,,,,,,,,,,,,
char_4137_udflow,Underflow,5,31024,8,31073,9,30104,3,30033,3,30064,3,31024,4,30115,4,30054,4,30054,3,31043,2,30094,3,30084,5,30155,4,31084,1,,,,,,,,,,,,
char_201_moeshd,Croissant,5,30104,8,30063,8,30064,2,30043,3,30084,3,30064,4,30135,4,30024,4,30074,3,30053,5,30094,3,30074,6,30125,4,30104,3,,,,,,,,,,,,
char_325_bison,Bison,5,30094,7,30103,11,30034,3,30013,4,30054,3,30034,5,30115,4,30084,4,30044,3,30023,1,30064,2,30044,5,30125,4,30094,4,,,,,,,,,,,,
char_163_hpsts,Vulcan,5,30014,8,30053,15,30074,3,30053,5,30094,3,30074,6,30125,4,30104,3,30084,3,30063,2,30104,3,30084,5,30115,4,30024,4,,,,,,,,,,,,
char_4207_branch,Веточки,5,31074,8,30023,15,30054,3,31023,2,30104,3,31064,6,30115,4,30044,4,31084,3,30033,3,31034,3,30044,4,30135,4,31054,4,,,,,,,,,,,,
char_378_asbest,Asbestos,5,30064,6,30083,10,30064,2,30043,3,31014,3,30014,7,30115,4,30104,4,30084,3,30063,2,30054,3,31014,6,30135,4,30044,3,,,,,,,,,,,,
char_4025_aprot2,Shalem,5,30104,7,31013,11,30014,3,30093,4,30094,3,30074,6,30135,4,31014,4,31014,3,30013,6,30104,3,30084,5,30145,4,30014,3,,,,,,,,,,,,
char_4047_pianst,Czerny,5,30084,8,31033,11,30104,3,30083,2,30054,3,31044,5,30115,4,31054,4,31034,3,31013,1,30064,3,30044,3,30125,4,31034,3,,,,,,,,,,,,
char_457_blitz,Blitz,5,30084,8,30103,8,30104,3,30083,2,30064,2,30044,5,30125,4,31023,3,31024,3,30103,3,30074,3,30054,5,30115,4,30084,4,,,,,,,,,,,,
char_304_zebra,Heavyrain,5,30014,9,30043,14,30084,3,30063,2,30014,3,30094,6,30135,4,31034,3,30094,3,30073,4,31014,3,30014,7,30145,4,31024,3,,,,,,,,,,,,
char_431_ashlok,Ashlock,5,31014,8,31053,13,31034,3,31013,1,30064,3,30044,3,30145,4,31044,3,31054,3,30063,3,30074,3,30054,5,30125,4,31054,4,,,,,,,,,,,,
char_493_firwhl,Firewhistle,5,30094,7,31013,13,30054,3,30103,2,30084,3,30064,4,30135,4,31054,4,30094,3,31023,3,30084,3,31054,6,30145,4,30064,2,,,,,,,,,,,,
char_422_aurora,Aurora,5,30074,9,30013,19,30084,3,31053,2,31024,3,30104,5,30115,4,30074,5,30094,3,30073,4,30044,3,31024,5,30135,4,30104,4,,,,,,,,,,,,
char_464_cement,Cement,5,30084,7,30093,13,30104,3,30023,3,31014,3,31024,5,30115,4,30074,5,31064,3,30043,2,30044,3,31054,5,30135,4,31044,4,,,,,,,,,,,,
char_4148_philae,Philae,5,30104,6,30053,16,31024,3,31083,3,31014,3,31034,5,30155,4,30084,1,30054,3,30083,2,30014,3,30084,6,30145,4,31084,1,,,,,,,,,,,,
char_4225_tanya,Crackborne,5,31064,9,31113,9,31054,3,30023,4,31084,3,31074,5,30155,4,31024,1,31014,3,31103,4,31044,3,31094,6,30145,4,30054,1,,,,,,,,,,,,
char_145_prove,Provence,5,30024,9,30063,7,30084,3,30063,2,30104,3,30084,5,30115,4,30024,4,30094,3,30073,4,30014,3,30094,6,30125,4,30014,4,,,,,,,,,,,,
char_4006_melnte,Melanite,5,31044,8,30073,15,31024,3,30073,4,31064,3,30044,4,30115,4,31014,5,31064,3,30033,3,30014,3,31044,6,30125,4,31064,3,,,,,,,,,,,,
char_158_milu,Firewatch,5,30034,7,30073,15,30094,3,30073,4,30014,3,30094,6,30125,4,30014,4,30104,3,30083,2,30024,3,30104,5,30135,4,30034,4,,,,,,,,,,,,
char_218_cuttle,Andreana,5,30094,8,30103,8,31024,3,30103,3,30094,3,30074,6,30125,4,30054,3,30054,3,31013,2,30014,3,30094,6,30115,4,31024,4,,,,,,,,,,,,
char_4014_lunacu,Lunacub,5,31044,8,30053,13,30014,3,30023,6,30104,3,31044,5,30145,4,31014,3,31054,3,31013,3,30074,3,30044,5,30155,4,30054,3,,,,,,,,,,,,
char_363_toddi,Toddifons,5,31034,10,31023,10,30064,2,30043,3,30104,3,30084,5,30125,4,30054,3,30074,3,30053,5,31034,3,31014,5,30115,4,30104,4,,,,,,,,,,,,
char_4043_erato,Erato,5,30064,5,30103,11,30064,2,30043,3,30014,2,30094,7,30125,4,30084,3,30074,3,30053,5,31014,3,30014,7,30115,4,30074,5,,,,,,,,,,,,
char_4221_ju,Ju,5,31074,8,30073,13,30054,3,31063,2,31024,3,31064,6,30155,4,31054,1,31084,3,30103,2,30054,3,30044,4,30145,4,31094,1,,,,,,,,,,,,
char_1027_greyy2,Greyy the Lightningbearer,5,30094,7,31023,16,31054,3,30063,3,30074,3,30054,5,30115,4,31024,4,31044,3,31023,4,30084,3,31054,5,30135,4,31014,4,,,,,,,,,,,,
char_4104_coldst,Coldshot,5,30104,8,30043,10,30094,3,30013,4,31064,3,30074,6,30135,4,31024,4,31044,3,30103,3,30094,3,30014,6,30145,4,31064,3,,,,,,,,,,,,
char_4211_snhunt,Snow Hunter,5,31014,8,31033,17,31054,3,30103,3,31084,3,31074,5,30145,4,31094,1,31014,3,31043,4,31044,3,31094,6,30165,4,30104,1,,,,,,,,,,,,
char_4177_brigid,Brigid,5,31074,8,30083,12,30054,3,31033,2,30104,3,31064,6,30155,4,30044,1,31084,3,30053,2,31034,3,30044,4,30145,4,31054,1,,,,,,,,,,,,
char_4015_spuria,Spuria,5,31034,7,31053,9,30084,3,31023,3,31024,3,30094,5,30135,4,30054,4,30064,2,31013,3,31054,3,31024,6,30145,4,31044,3,,,,,,,,,,,,
char_173_slchan,Cliffheart,5,30044,6,30083,13,30104,3,30083,2,30024,3,30104,5,30135,4,30034,4,30014,3,30093,4,30034,3,30014,6,30115,4,30064,3,,,,,,,,,,,,
char_383_snsant,Snowsant,5,31014,8,30043,15,30084,3,30063,2,30104,3,30084,5,30135,4,31014,4,30094,3,30073,4,31024,3,30104,5,30125,4,30054,3,,,,,,,,,,,,
char_4105_almond,Almond,5,30044,6,30083,13,30094,3,30023,4,31034,3,30054,4,30115,4,31044,4,31044,3,30083,4,30064,3,31064,4,30125,4,31034,3,,,,,,,,,,,,
char_174_slbell,Pramanix,5,30054,7,30093,11,30014,3,30093,4,30034,3,30014,6,30115,4,30064,3,30024,3,30103,3,30044,3,30024,5,30125,4,30044,3,,,,,,,,,,,,
char_254_vodfox,Shamare,5,30014,8,31023,17,30104,3,30083,2,30074,3,30054,5,30125,4,31024,4,30014,3,30093,4,30084,3,30064,4,30135,4,31014,4,,,,,,,,,,,,
char_4079_haini,Lucilla,5,30104,6,30083,16,31044,3,31083,3,30054,3,31054,5,30155,4,31074,1,31074,3,30043,3,31084,3,31014,6,30135,4,30014,5,,,,,,,,,,,,
char_195_glassb,Истина,5,30064,5,30103,9,30024,3,30103,3,30044,3,30024,5,30125,4,30044,3,30034,3,30013,4,30054,3,30034,5,30135,4,30054,4,,,,,,,,,,,,
char_326_glacus,Glaucus,5,30054,7,30063,10,30014,3,30093,4,30034,3,30014,6,30125,4,30034,4,30024,3,30103,3,30044,3,30024,5,30135,4,30044,3,,,,,,,,,,,,
char_4032_provs,Proviso,5,30044,7,30083,12,30074,3,30053,5,31014,3,30014,7,30115,4,30074,5,30084,3,31053,2,31024,3,30104,5,30135,4,31014,4,,,,,,,,,,,,
char_4122_grabds,Grain Buds,5,31034,7,31053,11,31024,3,30023,4,31014,3,30054,5,30125,4,31084,4,30064,2,30073,4,30074,3,30044,5,30145,4,30054,3,,,,,,,,,,,,
char_433_windft,Windflit,5,30054,7,30093,11,30044,3,31043,1,31054,3,30064,4,30135,4,30054,4,30054,3,31013,2,31044,3,31014,6,30145,4,30094,3,,,,,,,,,,,,
char_4162_cathy,Catherine,5,30064,6,30023,13,31084,3,31013,2,31024,3,30044,5,30155,4,31054,1,31044,3,31053,3,30054,3,31054,5,30145,4,31074,1,,,,,,,,,,,,
char_4178_alanna,Alanna,5,31054,9,31083,8,31084,3,30043,2,31024,3,30044,5,30145,4,31054,1,31044,3,30013,5,30054,3,31054,5,30165,4,31014,1,,,,,,,,,,,,
char_101_sora,Sora,5,30074,9,30013,17,30034,3,30013,4,30054,3,30034,5,30135,4,30054,4,30044,3,30023,1,30064,2,30044,5,30115,4,30094,4,,,,,,,,,,,,
char_4045_heidi,Heidi,5,31044,9,30063,7,31014,3,30013,6,30104,3,30084,5,30125,4,30064,3,31024,3,30103,3,31034,3,31014,5,30115,4,30044,4,,,,,,,,,,,,
char_4184_dolris,Misumi Uika,5,30044,6,31063,11,31064,3,31083,3,31024,3,31084,5,30165,4,31044,1,30044,3,30083,1,30054,3,31044,5,30115,4,31074,4,,,,,,,,,,,,
char_343_tknogi,Tsukinogi,5,30074,8,30093,12,30054,3,31013,2,31024,3,30104,5,30135,4,30074,5,30074,3,30053,5,30044,3,31024,5,30135,4,30014,5,,,,,,,,,,,,
char_4019_ncdeer,Nine-Colored Deer,5,30084,7,31033,14,30104,3,30083,2,30054,3,31044,5,30145,4,31044,3,31034,3,31013,1,30064,3,30044,3,30115,4,31054,4,,,,,,,,,,,,
char_492_quercu,Quercus,5,30044,6,30083,13,30074,3,30053,5,31014,3,30014,7,30125,4,30084,3,30084,3,31053,2,31024,3,30104,5,30115,4,30074,5,,,,,,,,,,,,
char_4172_xingzh,Xingzhu,5,31044,7,30073,20,31054,3,31063,3,31084,3,31074,5,30155,4,30094,1,31014,3,30103,3,31044,3,30094,6,30145,4,30104,1,,,,,,,,,,,,
char_1022_flwr2,Perfumer the Distilled,5,31034,6,30063,11,31044,3,30093,3,31064,3,31054,6,30145,4,31094,1,31074,3,31023,3,30044,3,31014,5,30165,4,30104,1,,,,,,,,,,,,
char_4102_threye,Valarqvin,5,30014,10,30063,7,30074,3,30093,4,30054,3,30064,4,30145,4,31054,3,30054,3,30013,3,30084,3,30094,5,30155,4,31024,3,,,,,,,,,,,,
char_487_bobb,Bobbing,5,31054,7,31043,13,31034,3,31033,1,31014,3,30054,5,30135,4,31064,4,30084,3,30053,3,30014,3,31064,7,30125,4,30044,3,,,,,,,,,,,,
char_4223_botany,Ботани,5,31034,6,30013,22,31074,3,30073,3,31044,3,31014,6,30165,4,30054,1,31094,3,31083,3,31074,3,30014,6,30115,4,31084,4,,,,,,,,,,,,
char_4234_pedro,Pedro,5,31084,7,31053,11,31114,3,31033,3,31054,3,30014,7,30165,4,31084,1,31024,3,30053,3,31014,3,31034,5,30115,4,31044,4,,,,,,,,,,,,
char_215_mantic,Manticore,5,30084,8,30023,12,30044,3,30023,1,30064,2,30044,5,30115,4,30094,4,30054,3,30033,3,30074,3,30054,5,30125,4,30084,3,,,,,,,,,,,,
char_478_kirara,Kirara,5,31024,7,30063,11,31034,3,31013,1,30054,3,31014,6,30115,4,31024,4,30104,3,30083,2,30064,2,30044,5,30135,4,31014,4,,,,,,,,,,,,
char_4186_tmoris,Yahata Umiri,5,31054,8,31043,12,30014,3,30013,7,31074,3,30104,5,30145,4,31034,1,31024,3,30093,3,31094,3,31034,5,30165,4,31064,1,,,,,,,,,,,,
char_241_panda,FEater,5,30094,8,30033,15,30054,3,30033,3,30074,3,30054,5,30125,4,30084,3,30064,2,30043,3,30084,3,30064,4,30135,4,30074,5,,,,,,,,,,,,
char_4036_forcer,Enforcer,5,31014,8,31053,12,31034,3,31013,1,30064,3,30044,3,30125,4,31054,4,31054,3,30063,3,30074,3,30054,5,30115,4,31024,4,,,,,,,,,,,,
char_451_robin,Robin,5,31024,8,30053,11,31034,3,31013,1,30054,3,30044,5,30125,4,30064,3,30104,3,30083,2,30064,2,31014,6,30115,4,30044,4,,,,,,,,,,,,
char_458_rfrost,Frost,5,30094,8,30013,17,30044,3,31023,1,30084,3,30064,4,30135,4,30094,4,30054,3,31013,2,30094,3,30074,6,30145,4,30064,3,,,,,,,,,,,,
char_4171_wulfen,Wulfenite,5,31014,9,31073,10,31044,3,31013,3,31064,3,31054,6,30115,4,31014,5,31074,3,31053,3,30044,3,31014,5,30135,4,30014,5,,,,,,,,,,,,
char_369_bena,Bena,5,30044,6,30073,15,31024,3,30103,3,30074,3,30054,5,30145,4,30014,3,30044,3,31023,1,30084,3,30064,4,30125,4,30084,4,,,,,,,,,,,,
char_4016_kazema,Kazemaru,5,30014,9,31043,13,30094,3,30073,4,30044,3,31024,5,30135,4,31044,4,30104,3,30083,2,30054,3,31044,5,30145,4,30104,3,,,,,,,,,,,,
char_4124_iana,Iana,5,31064,7,31083,12,31024,3,30013,4,30084,3,31034,4,30155,4,30054,3,31014,3,31063,4,31084,3,31054,6,30115,4,31024,4,,,,,,,,,,,,
char_4183_mortis,Wakaba Mutsumi,5,31084,8,30033,13,30104,3,30063,2,31014,3,31024,6,30155,4,30054,1,31034,3,30073,1,30014,3,30054,5,30145,4,31084,1,,,,,,,,,,,,
char_4151_tinman,Tin Man,5,30054,7,30013,18,30014,3,30043,5,31054,3,30104,5,30145,4,31034,1,31034,3,31023,1,31014,3,30054,5,30125,4,31064,4,,,,,,,,,,,,
char_4191_tippi,Tippi,5,31014,9,31073,10,30014,3,30033,6,31074,3,30104,5,30155,4,31034,1,31024,3,31063,3,30094,3,31034,5,30145,4,31064,1,,,,,,,,,,,,
char_103_angel,Exusiai,6,30115,4,30024,5,30064,3,30043,4,30094,4,30074,9,30115,6,30024,6,30074,4,30053,8,30104,4,30084,7,30115,6,30074,7,30084,4,30063,4,30014,4,30094,9,30135,6,30034,6
char_332_archet,Archetto,6,30115,4,30014,8,30064,3,30043,4,30104,4,30084,7,30115,6,30074,7,30074,4,30053,8,31034,4,31014,8,30135,6,30104,5,30084,4,30063,4,30014,4,30094,9,30145,6,30104,4
char_456_ash,Ash,6,30135,4,31014,6,30044,4,31023,4,30084,4,30064,5,30135,6,30094,6,30054,4,31013,4,30094,4,30074,9,30145,6,30064,4,30064,3,30043,4,30104,4,30084,7,30125,6,30054,5
char_340_shwaz,Schwarz,6,30135,4,30044,5,30094,4,30073,7,30024,4,30104,8,30125,6,30034,5,30104,4,30083,5,30034,4,30014,10,30115,6,30064,4,30014,4,30093,7,30044,4,30024,7,30115,6,30084,6
char_4055_bgsnow,Позёмка,6,30145,3,30014,9,30074,4,30053,8,31024,4,30104,8,30135,6,30054,5,30084,4,31053,5,30044,4,31024,7,30145,6,30094,4,30094,4,30073,7,30054,4,31054,8,30125,6,30084,5
char_1048_orchd2,Violet Mizutsune Orchid,6,30145,4,31084,5,31014,4,30093,7,31094,4,31034,7,30165,6,31044,1,30014,4,31023,9,31024,4,31064,9,30115,6,31074,6,31034,4,30033,4,30054,4,30044,7,30155,6,31094,2
char_430_fartth,Fartooth,6,30135,4,31054,7,31034,4,31013,3,30074,4,30054,8,30125,6,30084,5,31054,4,30063,5,30084,4,31044,8,30115,6,30074,7,31044,4,31023,7,30094,4,30074,9,30135,6,30104,5
char_4193_lemuen,Lemuen,6,30115,4,31024,7,31034,4,31043,3,30054,4,31054,8,30155,6,31074,2,31064,4,30023,9,31084,4,31014,9,30145,6,30094,1,30044,4,31033,4,31044,4,31094,9,30165,6,30014,1
char_113_cqbw,W,6,30125,4,30054,7,31024,4,30103,5,30104,4,30084,7,30135,6,31014,6,30064,3,30043,4,31014,4,30014,10,30125,6,31024,5,30074,4,30053,8,30044,4,31024,7,30125,6,31014,6
char_300_phenxi,Fiammetta,6,30145,3,30094,6,30094,4,30073,7,30054,4,31054,8,30145,6,30094,4,30104,3,30083,9,30064,3,30044,6,30125,6,30074,5,31034,4,31013,3,30074,4,30054,8,30115,6,30084,7
char_197_poca,Роса,6,30125,4,30064,6,31014,4,30013,11,31024,4,30104,8,30115,6,30084,6,30044,4,31023,4,30054,4,31014,9,30135,6,30064,4,30064,3,30043,4,30074,4,30054,8,30125,6,30104,5
char_2012_typhon,Typhon,6,30115,4,31044,7,31064,4,30063,4,31044,4,31054,9,30125,6,30014,6,30074,4,30083,8,31014,4,31024,9,30135,6,30074,7,31014,4,31053,7,30094,4,30014,10,30145,6,31054,4
char_391_rosmon,Rosmontis,6,30135,4,30054,5,30094,4,30073,7,30044,4,31024,7,30145,6,30014,4,30014,4,30093,7,30054,4,31014,9,30125,6,30064,4,31014,4,30013,11,30064,3,30044,6,30145,6,30094,4
char_1035_wisdel,Wiš'adel,6,30145,3,30064,6,30054,4,31053,4,30074,4,30084,8,30135,6,31014,6,31054,4,30043,7,31074,4,30014,10,30145,6,31064,4,31074,4,31033,6,31034,4,31054,7,30155,6,30054,4
char_1013_chen2,Ch'en the Holungday,6,30125,4,31024,6,30064,3,30043,4,30104,4,30074,8,30115,6,30084,6,30074,4,30053,8,31034,4,31014,8,30135,6,30094,6,30084,4,30063,4,30014,4,30094,9,30145,6,30064,4
char_4117_ray,Ray,6,30125,4,30014,8,30064,3,31013,4,31044,4,30094,8,30145,6,31064,4,30104,4,31043,4,30064,4,30084,6,30155,6,30014,5,30074,4,30063,6,31084,4,30104,7,30115,6,31024,6
